Año,Sector IPCC,Categoría IPCC,Sub Categoría IPCC,Fuente IPCC,Sub Fuente IPCC,CO2,CH4
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B1 Tierra forestales,3B1a Tierras forestales que permanecen como tal,,-138071.68,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B1 Tierra forestales,3B1b Tierras convertidas a tierras forestales,,-2480.19,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B2 Tierra de cultivo,3B2a Tierras de cultivo que permanecen como tal,,-11555.34,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B2 Tierra de cultivo,3B2b Tierras convertidas a tierras de cultivo,,9111.91,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B3 Praderas,3B3a Praderas que permanecen como tal,,-15551.33,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B3 Praderas,3B3b Tierras convertidas en praderas,,4714.81,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B4 Humedales,3B4a Humedales que permanecen como tal,,0.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B4 Humedales,3B4b Tierras convertidas en humedales,,1270.41,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B5 Asentamientos ,3B5a Asentamientos que permanecen como tal,,0.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B5 Asentamientos ,3B5b Tierras convertidas en asentamientos,,1240.48,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B6 Otras tierras ,3B6a Otras tierras que permanecen como tal,,0.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B6 Otras tierras ,3B6b Tierras convertidas en otras tierras,,209.35,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1a Emisiones de quemado de biomasa en tierras forestales,,0.00,455.03
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1b Emisiones de quemado de biomasa en tierras de cultivo,,0.00,598.92
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1c Emisiones de quemado de biomasa en tierras praderas,,0.00,71.15
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1d Emisiones de quemado de biomasa en otras tierras,,0.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C2 Encalado,,,34.49,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C3 Aplicación de urea,,,451.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C4 Emisiones directas de los N2O de los suelos gestionados,,,0.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C5 Emisiones indirectas de los N2O de los suelos gestionados,,,0.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C6 Emisiones indirectas de los N2O de la gestión del estiércol,,,0.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C7 Cultivo del arroz,,,0.00,185.55
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3D1 Productos de madera recolectada,,,0.00,0.00
2005,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3D2 Otros (especificar),,,0.00,0.00
2005,4 Residuos,4A Eliminación de residuos sólidos,4A1 Sitios gestionados de eliminación de residuos (rellenos sanitarios),,,0.00,7651.65
2005,4 Residuos,4A Eliminación de residuos sólidos,4A2 Sitios no controlados de eliminación de residuos ,,,0.00,827.42
2005,4 Residuos,4A Eliminación de residuos sólidos,4A3 Tiraderos a cielo abierto para eliminación de residuos,,,0.00,420.32
2005,4 Residuos,4B Tratamiento biológico de los residuos sólidos,,,,0.00,97.96
2005,4 Residuos,4C Incineración y quema a cielo abierto  de residuos,4C1 Incineración de residuos peligrosos industriales y biológico infeccioso,,,10.90,0.08
2005,4 Residuos,4C Incineración y quema a cielo abierto  de residuos,4C2 Quema a cielo abierto de residuos sólidos,,,618.67,869.28
2005,4 Residuos,4D Tratamiento y eliminación de aguas residuales,4D1 Tratamiento y eliminación de aguas residuales municipales,,,0.00,4144.35
2005,4 Residuos,4D Tratamiento y eliminación de aguas residuales,4D2 Tratamiento y eliminación de aguas residuales industriales,,,0.00,12036.73
2005,4 Residuos,4E Otros,,,,0.00,0.00
2005,Fines informativos (no se suman a las emisiones nacionales),Bunkers,Aviación internacional,,,3296.00,0.64
2005,Fines informativos (no se suman a las emisiones nacionales),Bunkers,Marítimo internacional,,,0.00,0.00
2005,Fines informativos (no se suman a las emisiones nacionales),Emisiones de CO2 por quema de biomasa,,,,27704.85,0.00
